ProvinceName,ProvinceID,ProvinceCode,DistrictName,DistrictCode,DistrictID,WardName,Code,WardCode
Gia Lai,207,,Huyện Ia Pa,3814,1799,Xã Kim Tân,8,381408
Gia Lai,207,,Huyện Ia Pa,3814,1799,Xã Chư Mố,1,381401
Gia Lai,207,,Huyện Ia Pa,3814,1799,Xã Ia Tul,7,381407
Gia Lai,207,,Huyện Ia Pa,3814,1799,Xã Ia Ma Rơn,5,381405
Gia Lai,207,,Huyện Ia Pa,3814,1799,Xã Ia Broăi,3,381403
Gia Lai,207,,Huyện Ia Pa,3814,1799,Xã Ia Trok,6,381406
Gia Lai,207,,Huyện Krông Pa,3811,2152,Thị trấn Phú Túc,1,381101
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Ia RSai,10,381110
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Ia RSươm,11,381111
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Chư Gu,3,381103
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Đất Bằng,6,381106
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Ia Mláh,8,381108
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Chư Drăng,2,381102
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Phú Cần,13,381113
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Ia HDreh,7,381107
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Ia RMok,9,381109
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Chư Ngọc,4,381104
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Uar,14,381114
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Chư Rcăm,5,381105
Gia Lai,207,,Huyện Krông Pa,3811,2152,Xã Krông Năng,12,381112
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Thị trấn Phú Thiện,1,381601
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Chư A Thai,4,381604
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ayun Hạ,2,381602
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ia Ake,5,381605
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ia Sol,9,381609
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ia Piar,8,381608
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ia Peng,7,381607
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Chrôh Pơnan,3,381603
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ia Hiao,6,381606
Gia Lai,207,,Huyện Phú Thiện,3816,1797,Xã Ia Yeng,10,381610
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Thị trấn Nhơn Hoà,1,381701
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia Hrú,6,381706
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia Rong,9,381709
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia Dreng,4,381704
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia Hla,5,381705
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Chư Don,2,381702
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia Phang,8,381708
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia Le,7,381707
Gia Lai,207,,Huyện Chư Pưh,3817,2101,Xã Ia BLứ,3,381703
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Phường Quang Trung,4,50104
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Phường Trần Phú,5,50105
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Phường Ngọc Hà,2,50102
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Phường Nguyễn Trãi,3,50103
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Phường Minh Khai,1,50101
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Xã Ngọc Đường,6,50106
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Xã Phương Độ,7,50107
Hà Giang,227,,Thành phố Hà Giang,0501,1600,Xã Phương Thiện,8,50108
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Thị trấn Phó Bảng,2,50202
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Lũng Cú,4,50204
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Má Lé,8,50208
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Thị trấn Đồng Văn,1,50201
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Lũng Táo,6,50206
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Phố Là,10,50210
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Thài Phìn Tủng,17,50217
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Sủng Là,13,50213
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Xà Phìn,19,50219
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Tả Phìn,16,50216
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Tả Lủng,15,50215
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Phố Cáo,9,50209
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Sính Lủng,12,50212
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Sảng Tủng,11,50211
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Lũng Thầu,7,50207
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Hố Quáng Phìn,3,50203
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Vần Chải,18,50218
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Lũng Phìn,5,50205
Hà Giang,227,,Huyện Đồng Văn,0502,1928,Xã Sủng Trái,14,50214
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Thị trấn Mèo Vạc,1,50301
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Thượng Phùng,17,50317
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Pải Lủng,11,50311
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Xín Cái,18,50318
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Pả Vi,10,50310
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Giàng Chu Phìn,3,50303
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Sủng Trà,14,50314
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Sủng Máng,13,50313
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Sơn Vĩ,12,50312
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Tả Lủng,15,50315
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Cán Chu Phìn,2,50302
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Lũng Pù,6,50306
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Lũng Chinh,5,50305
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Tát Ngà,16,50316
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Nậm Ban,7,50307
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Khâu Vai,4,50304
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Niêm Tòng,9,50309
Hà Giang,227,,Huyện Mèo Vạc,0503,1973,Xã Niêm Sơn,8,50308
Hà Giang,227,,Huyện Yên Minh,0504,2053,Thị trấn Yên Minh,1,50401
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Thắng Mố,18,50418
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Phú Lũng,15,50415
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Sủng Tráng,17,50417
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Bạch Đích,2,50402
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Na Khê,12,50412
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Sủng Thài,16,50416
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Hữu Vinh,7,50407
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Lao Và Chải,8,50408
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Mậu Duệ,10,50410
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Đông Minh,3,50403
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Mậu Long,11,50411
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Ngam La,13,50413
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Ngọc Long,14,50414
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Đường Thượng,6,50406
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Lũng Hồ,9,50409
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Du Tiến,5,50405
Hà Giang,227,,Huyện Yên Minh,0504,2053,Xã Du Già,4,50404
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Thị trấn Tam Sơn,1,50501
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Bát Đại Sơn,2,50502
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Nghĩa Thuận,7,50507
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Cán Tỷ,3,50503
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Cao Mã Pờ,4,50504
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Thanh Vân,12,50512
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Tùng Vài,13,50513
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Đông Hà,5,50505
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Quản Bạ,8,50508
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Lùng Tám,6,50506
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Quyết Tiến,9,50509
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Tả Ván,10,50510
Hà Giang,227,,Huyện Quản Bạ,0505,1999,Xã Thái An,11,50511
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Kim Thạch,7,50607
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Phú Linh,14,50614
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Kim Linh,6,50606
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Thị trấn Vị Xuyên,2,50602
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Thị trấn Nông Trường Việt Lâm,1,50601
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Minh Tân,10,50610
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Thuận Hoà,19,50619
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Tùng Bá,22,50622
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Thanh Thủy,18,50618
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Thanh Đức,17,50617
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Phong Quang,13,50613
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Xín Chải,24,50624
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Phương Tiến,15,50615
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Lao Chải,8,50608
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Cao Bồ,4,50604
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Đạo Đức,5,50605
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Thượng Sơn,20,50620
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Linh Hồ,9,50609
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Quảng Ngần,16,50616
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Việt Lâm,23,50623
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Ngọc Linh,11,50611
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Ngọc Minh,12,50612
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Bạch Ngọc,3,50603
Hà Giang,227,,Huyện Vị Xuyên,0506,2256,Xã Trung Thành,21,50621
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Minh Sơn,7,50707
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Giáp Trung,4,50704
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Yên Định,12,50712
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Thị trấn Yên Phú,1,50701
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Minh Ngọc,6,50706
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Yên Phong,13,50713
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Lạc Nông,5,50705
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Phú Nam,9,50709
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Yên Cường,11,50711
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Thượng Tân,10,50710
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Đường Âm,2,50702
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Đường Hồng,3,50703
Hà Giang,227,,Huyện Bắc Mê,0507,2075,Xã Phiêng Luông,8,50708
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Thị trấn Vinh Quang,1,50801
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Bản Máy,3,50803
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Thàng Tín,21,50821
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Thèn Chu Phìn,22,50822
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Pố Lồ,16,50816
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Bản Phùng,6,50806
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Túng Sán,25,50825
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Chiến Phố,7,50807
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Đản Ván,8,50808
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Tụ Nhân,24,50824
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Tân Tiến,20,50820
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Nàng Đôn,14,50814
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Pờ Ly Ngài,17,50817
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Sán Xả Hồ,18,50818
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Bản Luốc,2,50802
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Ngàm Đăng Vài,15,50815
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Bản Nhùng,4,50804
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Tả Sử Choóng,19,50819
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Nậm Dịch,10,50810
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Bản Péo,5,50805
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Hồ Thầu,9,50809
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Nam Sơn,12,50812
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Nậm Tỵ,13,50813
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Thông Nguyên,23,50823
Hà Giang,227,,Huyện Hoàng Su Phì,0508,1945,Xã Nậm Khòa,11,50811
Hà Giang,227,,Huyện Xín Mần,0509,2052,Thị trấn Cốc Pài,1,50901
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Nàn Xỉn,11,50911
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Bản Díu,2,50902
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Chí Cà,5,50905
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Xín Mần,19,50919
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Trung Thịnh,18,50918
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Thèn Phàng,16,50916
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Ngán Chiên,12,50912
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Pà Vầy Sủ,13,50913
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Cốc Rế,6,50906
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Thu Tà,17,50917
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Nàn Ma,10,50910
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Tả Nhìu,15,50915
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Bản Ngò,3,50903
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Chế Là,4,50904
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Nấm Dẩn,9,50909
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Quảng Nguyên,14,50914
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Nà Chì,8,50908
Hà Giang,227,,Huyện Xín Mần,0509,2052,Xã Khuôn Lùng,7,50907
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Thị trấn Việt Quang,1,51001
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Thị trấn Vĩnh Tuy,2,51002
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Tân Lập,14,51014
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Tân Thành,16,51016
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Đồng Tiến,6,51006
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Đồng Tâm,4,51004
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Tân Quang,15,51015
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Thượng Bình,17,51017
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Hữu Sản,10,51010
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Kim Ngọc,11,51011
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Việt Vinh,20,51020
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Bằng Hành,3,51003
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Quang Minh,13,51013
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Liên Hiệp,12,51012
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Vô Điếm,23,51023
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Việt Hồng,19,51019
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Hùng An,9,51009
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Đức Xuân,8,51008
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Tiên Kiều,18,51018
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Vĩnh Hảo,21,51021
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Vĩnh Phúc,22,51022
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Đồng Yên,7,51007
Hà Giang,227,,Huyện Bắc Quang,0510,1893,Xã Đông Thành,5,51005
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Xuân Minh,13,51113
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Tiên Nguyên,9,51109
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Tân Nam,7,51107
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Bản Rịa,2,51102
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Yên Thành,15,51115
Hà Giang,227,,Huyện Quang Bình,0511,2001,Thị trấn Yên Bình,1,51101
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Tân Trịnh,8,51108
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Tân Bắc,6,51106
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Bằng Lang,3,51103
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Yên Hà,14,51114
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Hương Sơn,4,51104
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Xuân Giang,12,51112
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Nà Khương,5,51105
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Tiên Yên,10,51110
Hà Giang,227,,Huyện Quang Bình,0511,2001,Xã Vĩ Thượng,11,51111
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Quang Trung,8,240108
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Lương Khánh Thiện,6,240106
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Lê Hồng Phong,4,240104
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Minh Khai,7,240107
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Hai Bà Trưng,2,240102
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Trần Hưng Đạo,11,240111
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Lam Hà,3,240103
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Phù Vân,17,240117
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Liêm Chính,5,240105
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Liêm Chung,14,240114
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Thanh Châu,9,240109
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Châu Sơn,1,240101
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Tiên Tân,20,240120
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Tiên Hiệp,19,240119
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Tiên Hải,18,240118
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Kim Bình,13,240113
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Liêm Tuyền,16,240116
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Liêm Tiết,15,240115
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Phường Thanh Tuyền,10,240110
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Đinh Xá,12,240112
Hà Nam,232,,Thành phố Phủ Lý,2401,1614,Xã Trịnh Xá,21,240121
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Thị trấn Đồng Văn,1,240201
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Thị trấn Hòa Mạc,2,240202
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Mộc Bắc,11,240211
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Châu Giang,4,240204
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Bạch Thượng,3,240203
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Duy Minh,9,240209
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Mộc Nam,12,240212
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Duy Hải,8,240208
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Chuyên Ngoại,6,240206
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Yên Bắc,17,240217
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Trác Văn,16,240216
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Tiên Nội,14,240214
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Hoàng Đông,10,240210
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Yên Nam,18,240218
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Tiên Ngoại,13,240213
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Đọi Sơn,7,240207
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Châu Sơn,5,240205
Hà Nam,232,,Huyện Duy Tiên,2402,1802,Xã Tiền Phong,15,240215
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Thị trấn Quế,2,240302
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Nguyễn Úy,10,240310
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Đại Cương,3,240303
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Lê Hồ,7,240307
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Tượng Lĩnh,17,240317
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Nhật Tựu,12,240312
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Nhật Tân,11,240311
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Đồng Hóa,4,240304
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Hoàng Tây,5,240305
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Tân Sơn,13,240313
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Thụy Lôi,16,240316
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Văn Xá,18,240318
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Khả Phong,6,240306
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Ngọc Sơn,9,240309
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Thị trấn Ba Sao,1,240301
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Liên Sơn,8,240308
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Thi Sơn,15,240315
Hà Nam,232,,Huyện Kim Bảng,2403,1952,Xã Thanh Sơn,14,240314
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Thị trấn Kiện Khê,1,240501
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Liêm Phong,3,240503
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Hà,8,240508
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Liêm Cần,2,240502
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Bình,7,240507
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Liêm Thuận,5,240505
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Thủy,17,240517
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Phong,14,240514
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Lưu,11,240511
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Tân,16,240516
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Liêm Túc,6,240506
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Liêm Sơn,4,240504
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Hương,10,240510
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Nghị,12,240512
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Tâm,15,240515
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Nguyên,13,240513
Hà Nam,232,,Huyện Thanh Liêm,2405,2027,Xã Thanh Hải,9,240509
Hà Nam,232,,Huyện Bình Lục,2406,1897,Thị trấn Bình Mỹ,1,240601
Hà Nam,232,,Huyện Bình Lục,2406,1897,Xã Bình Nghĩa,7,240607
Hà Nam,232,,Huyện Bình Lục,2406,1897,Xã Tràng An,17,240617
